target (install path under ~/.claude/)	source (harvested from)	scrub	notes
lib/crt-dev-model.sh	authored 2026-07-28 (software-developer pass)	authored	per-project/per-machine model switch for the software-developer agent (fable|opus48|show, --project writes a project-scoped shadow agent — shadowing probe-verified on CC 2.1.220). Only the two allowed full IDs; never claude-opus-5/opus/opusplan. Test: tests/test_crt_dev_model.sh.
skills/refusal-recovery/SKILL.md	authored 2026-07-28 (verification-integrity pass)	authored	SEED-10 refusal-handling ladder (classify -> one neutral rephrase max -> legitimate levers -> surface); DISC-20 reword-until-passes explicitly banned. STANDALONE.
skills/countermeasure-audit/SKILL.md	authored 2026-07-28 (verification-integrity pass)	authored	the efficacy-measurement owner: sweep (lib/countermeasure-audit.py) -> grade candidates (judgement) -> propose ledger/log updates as a reviewable diff; never auto-claims verified-working. STANDALONE.
skills/figure-qa/SKILL.md	authored 2026-07-28 (verification-integrity pass)	authored	render-and-LOOK figure checklist (SEED-12 self-containment, DISC-05 gap-bridging, panels/axes/legend/ranges/legibility); a checklist for the capable author, deliberately NOT a mechanical gate. STANDALONE.
lib/countermeasure-audit.py	authored 2026-07-28 (verification-integrity pass)	authored	mechanical half of countermeasure-audit: gate fired/blocked rates pre/post by build_id (timeline/adversary/cvg logs), marker usage from the vault, candidate excerpts (never grades), PROPOSED history rows (never writes ledgers). Test: tests/test_countermeasure_audit.sh (46 checks).
rules/prose-tics-self-scan.machine.md	authored 2026-07-28 (bad-writing-tics pass)	authored	always-on self-scan disposition: run the writing-science detectors on your OWN drafted prose before returning it; the 9 BWT tics + remove-every-instance + domain-scientist target-reader + evidence-fit redirect to formal-argument-checker. REFs writing-science. TIER-C (CS mirror = per-profile self-scan clause).
hooks/prose-tics-lint.sh	authored 2026-07-28 (bad-writing-tics pass)	authored	PostToolUse (Write|Edit|MultiEdit) advisory prose-tic lint on manuscript-class files; runs writing_detectors.py --json, surfaces top tics on stderr; fail-open (always exit 0, never blocks); crt-mode aware. TIER-P CC-only. Fragment: settings/prose-tics-lint.fragment.json.
settings/prose-tics-lint.fragment.json	authored 2026-07-28	authored	registers prose-tics-lint.sh on PostToolUse Write|Edit|MultiEdit; deep-merges idempotently.
skills/supervisory-workflow/SKILL.md	new (2026-07-30, writing-tools bundle; authored from PLANNER_SYSTEM_LOGIC.md + WORKFLOW_GUIDE.md + workspace CLAUDE.md)	light	NEW skill: supervised multi-agent operating logic (loop, participants, brief anatomy, tiering, ledgers, two-stage protocol, steering); capability-ordering line carries the 2026-07-29 18:39 positional-authority policy. Efficacy: attempted-untested (no controlled measurement that loading it improves outcomes).
rules/project-structure-standard.machine.md	authored (this project, 2026-07-30 Hc)	authored	NEW rule: project folder taxonomy + per-folder contracts + data-outputs lifecycle tiers + documents/ triplet + plans/ folder-status (RULE.plan_preservation) + Stale_Trash move-AND-tombstone (RULE.stale_trash) + ledger convention (documented, no seed files) + backup-before-bulk. Cross-refs owners (doc-currency=currency-neutralization, supervisory-workflow §9/§11=invariants, planner=capability_candidates). Efficacy: attempted-untested (no CRT-context measurement).
lib/stale_move.sh	adapted 2026-07-30 (Hc) from planner-kit v1.1 dev/tools/stale_move.sh (logic byte-identical; provenance header only)	authored	move-and-tombstone instrument for RULE.stale_trash: in-band tombstone (STATUS→SUPERSEDED + headline-claim prefix, optional --stub), move to Stale_Trash/<path-encoded>, append a REGISTER_DELTA row. bash 3.2, spaces-safe, zero content deletes, all refusals gated, --dry-run. Installed to ~/.claude/lib/ by install.sh (after dev-tree.sh). Efficacy: attempted-untested (carries origin-kit QA trail).
skills/model-verification/SKILL.md	authored 2026-08-04 (O5b; from the MRI-20260804 four-layer anatomy + METHODS_model_verification.md)	authored	verify WHICH MODEL RAN: the SERVING STAMP (assistant rows' message.model, written per call by the serving side) is the only authoritative layer; resolvedModel + UI header = intent, meta.json .model = the raw arg, self-report = DISQUALIFIED (measured wrong 3 of 5). Ships with its own instrument (model_run_audit.py, same dir) + a grep fallback + the /feedback escalation. STANDALONE (no agent references it; carries no coupling_manifest_v1.tsv row).
skills/model-verification/model_run_audit.py	authored 2026-08-04 (O5b); workspace master dev/tools/model_run_audit.py, byte-identical copy (sha256 76126a10...)	authored	the skill's instrument: takes a project dir / session JSONL / session dir, catalogs every run (main loop + each child) as raw arg vs resolvedModel vs served stamp -> MATCH | MISMATCH | UNKNOWN, md/--json/--tsv, exit 0 none / 1 any MISMATCH / 2 input error (gate-able; UNKNOWN never gates). stdlib only, stream-parsed (transcripts reach 25MB), malformed lines counted not fatal, deterministic ordering. Intent harvested from EVERY transcript, since a depth-2 launch row lives in the sub-planner child's file. Tests: dev/tools/test_model_run_audit.py.
